Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MSSubClass_fix,LotFrontage_Imp,SalePrice_log,YrMoSold,FunctionalNum,LotArea_log,BuiltRemodDiff,LandSlopeNum,Street_Pave,RoofStyleCat,RoofMatl_CompShgBin,ExtMatlNum,ExterCondNum,ExterQualNum,BsmtQualNum,BsmtCondNum,HeatingQCNum,KitchenQualNum,FireplaceQuNum,GarageQualNum,GarageCondNum,FoundationCat,BsmtExposureNum,BsmtFinTypeNum,BsmtLwQ,BsmtBLQ,BsmtRec,BsmtGLQ,BsmtALQ,BsmtUnf,BsmtFinRatio,BsmtUnfRatio,Utilities_AllPub,HeatingCat,CentralAirNum,ElectricalCat,GarageYrDiff,PavedDriveNum,TotalPorchSF,TotalPorchTypeNum,PoolQCNum,1stFlrSF_log,GrLivArea_log,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyleCat_Gable,RoofStyleCat_Hip,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,ExteriorVinylSd,ExteriorWdShing,ExteriorAsbShng,ExteriorOther,ExteriorAsphShn,ExteriorWdSdng,ExteriorStucco,ExteriorBrkFace,ExteriorHdBoard,ExteriorImStucc,ExteriorCemntBd,ExteriorBrkComm,ExteriorMetalSd,ExteriorPlywood,ExteriorStone,ExteriorCBlock,ExteriorOtherLT1,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,FoundationCat_BrkTil,FoundationCat_CBlock,FoundationCat_PConc,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingCat_GasA,HeatingCat_GasW,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,ElectricalCat_Fuse,ElectricalCat_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_None,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC
87,60,RL,122.0,11911,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,,None,,0,3,2009,WD,Normal,174000,60,122.0,12.066810578196664,2009-03-01,5,9.385217621880901,0,1,1,Gable,1,1,3,4,4,3,5,4,4,3,3,PConc,3,1,0,0,0,0,0,1,0.0,1.0,1,GasA,1,SBrkr,0,1.0,138,2,0,6.52795791762255,7.352441100243583,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
88,160,FV,40.0,3951,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,,None,,0,6,2009,New,Partial,164500,160,40.0,12.010665849187564,2009-06-01,5,8.281723990411393,0,1,1,Gable,1,1,3,4,4,3,5,4,0,3,3,PConc,3,1,0,0,0,0,0,1,0.0,1.0,1,GasA,1,SBrkr,0,1.0,234,1,0,6.416732282512326,7.1098794630722715,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
89,50,C,105.0,8470,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,,No,0,,0,0,,,N,0,0,156,0,0,0,,MnPrv,,0,10,2009,ConLD,Abnorml,85000,50,105.0,11.350406535472453,2009-10-01,5,9.0442857876461,67,1,1,Hip,1,1,2,2,3,2,3,2,0,0,0,CBlock,1,1,0,0,0,0,0,1,0.0,1.0,1,GasA,0,SBrkr,-1915,0.0,156,1,0,6.920671504248683,7.330405211844402,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
90,20,RL,60.0,8070,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,,No,0,,0,0,,,Y,0,0,0,0,0,0,,None,,0,8,2007,WD,Normal,123600,20,60.0,11.724805824005726,2007-08-01,5,8.995908761263994,1,1,1,Gable,1,1,3,3,4,3,5,3,0,0,0,PConc,1,2,0,0,0,1,0,1,0.593939393939394,0.40606060606060607,1,GasA,1,SBrkr,-1994,1.0,0,0,0,6.897704943128636,6.897704943128636,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
91,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,,,,No Basement,0,No Basement,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1950,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,,None,,0,7,2006,WD,Normal,109900,20,60.0,11.607326140391713,2006-07-01,5,8.881836305004146,0,1,1,Gable,1,2,3,3,0,0,3,3,0,3,3,Other,0,0,0,0,0,0,0,0,0.0,0.0,1,GasA,1,Fuse,0,1.0,29,1,0,6.946975992135418,6.946975992135418,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
92,20,RL,85.0,8500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,,Attchd,1961,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,,GdWo,,0,12,2006,WD,Abnorml,98600,20,85.0,11.498826540590727,2006-12-01,5,9.047821442478408,0,1,1,Hip,1,1,3,3,3,3,3,3,0,3,3,CBlock,1,2,0,0,1,0,0,1,0.48582995951417,0.5141700404858299,1,GasA,1,SBrkr,0,1.0,0,0,0,7.118826249062078,7.118826249062078,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
93,30,RL,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1921,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,,None,,0,8,2009,WD,Normal,163500,30,80.0,12.004568269319446,2009-08-01,5,9.500020447090636,85,1,1,Gable,1,1,4,3,4,3,5,3,0,3,3,BrkTil,1,2,0,0,0,0,1,1,0.8139269406392694,0.1860730593607306,1,GasA,1,SBrkr,0,1.0,44,1,0,6.871091294610546,6.871091294610546,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
94,190,C,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,,None,,0,11,2007,WD,Normal,133900,190,60.0,11.804848531679266,2007-11-01,5,8.881836305004146,88,1,1,Hip,1,1,3,3,3,2,5,3,4,3,3,BrkTil,2,2,0,0,1,0,0,1,0.8616144975288303,0.13838550247116968,1,GasW,0,SBrkr,-10,1.0,99,1,0,7.138866999945524,7.736743682453495,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
95,60,RL,69.0,9337,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1997,RFn,2,684,TA,TA,Y,0,162,0,0,0,0,,None,,0,5,2007,WD,Normal,204750,60,69.0,12.229545001715314,2007-05-01,5,9.141740280483925,0,1,1,Gable,1,1,4,3,4,3,5,4,0,3,3,PConc,1,2,0,0,0,1,0,1,0.7864077669902912,0.21359223300970873,1,GasA,1,SBrkr,0,1.0,162,1,0,6.807934943699926,7.487733761436444,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
96,60,RL,,9765,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993,Fin,2,420,TA,TA,Y,232,63,0,0,0,0,,None,Shed,480,4,2009,WD,Normal,185000,60,79.45833333333333,12.128111104060464,2009-04-01,5,9.186559843310777,0,1,1,Gable,1,1,4,5,4,4,4,3,3,3,3,PConc,1,2,0,0,0,0,1,1,0.45588235294117646,0.5441176470588235,1,GasA,1,SBrkr,0,1.0,295,2,0,6.522092798170152,7.293017679772782,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
97,20,RL,78.0,10264,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1999,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,,None,,0,8,2006,WD,Normal,214000,20,78.0,12.273731294003987,2006-08-01,5,9.236397906295473,0,1,1,Gable,1,1,3,4,4,3,5,4,0,3,3,PConc,3,2,0,0,0,0,1,1,0.7317380352644837,0.2682619647355164,1,GasA,1,SBrkr,0,1.0,187,2,0,7.370230641807081,7.370230641807081,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
98,20,RL,73.0,10921,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1965,Fin,1,432,TA,TA,P,120,0,0,0,0,0,,None,,0,5,2007,WD,Normal,94750,20,73.0,11.458997122944671,2007-05-01,5,9.298442820197726,0,1,1,Hip,1,1,3,3,3,3,3,3,0,3,3,CBlock,1,2,0,0,1,0,0,1,0.5416666666666666,0.4583333333333333,1,GasA,1,Fuse,0,0.5,120,1,0,6.866933284461882,6.866933284461882,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
99,30,RL,85.0,10625,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,,Basment,1920,Unf,1,366,Fa,TA,Y,0,0,77,0,0,0,,None,Shed,400,5,2010,COD,Abnorml,83000,30,85.0,11.326595886778733,2010-05-01,5,9.270964993792617,30,1,1,Gable,1,1,3,3,3,3,2,3,0,2,3,BrkTil,1,2,0,0,0,0,1,1,0.23580786026200873,0.7641921397379913,1,GasA,0,SBrkr,0,1.0,77,1,0,6.727431724850855,6.727431724850855,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
100,20,RL,77.0,9320,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,,No,0,,0,0,,,Y,352,0,0,0,0,0,,None,Shed,400,1,2010,WD,Normal,128950,20,77.0,11.76718001130949,2010-01-01,5,9.139917907679637,0,1,1,Gable,1,1,3,3,3,3,2,3,0,0,0,CBlock,1,2,0,0,0,0,1,1,0.5989473684210527,0.4010526315789474,1,GasA,1,SBrkr,-1959,1.0,352,1,0,7.110696122978827,7.110696122978827,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
101,20,RL,,10603,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977,RFn,2,480,TA,TA,Y,168,68,0,0,0,0,,None,,0,2,2010,WD,Normal,205000,20,81.1590909090909,12.230765258120543,2010-02-01,5,9.268892258925797,24,1,1,Gable,1,1,3,3,3,3,4,4,3,3,3,PConc,2,2,0,0,0,0,1,1,0.7453416149068323,0.2546583850931677,1,GasA,1,SBrkr,0,1.0,236,2,0,7.383989457978509,7.383989457978509,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
102,60,RL,77.0,9206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985,Fin,2,476,TA,TA,Y,192,46,0,0,0,0,,None,,0,6,2010,WD,Normal,178000,60,77.0,12.089538829274224,2010-06-01,5,9.127610724377185,0,1,1,Gable,1,1,3,4,4,3,3,4,3,3,3,CBlock,1,1,0,0,0,0,0,1,0.0,1.0,1,GasA,1,SBrkr,0,1.0,238,2,0,6.884486652042782,7.4570320891223805,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
103,90,RL,64.0,7018,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,,,,No Basement,0,No Basement,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1979,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,,None,,0,6,2009,WD,Alloca,118964,90,64.0,11.686576205316554,2009-06-01,5,8.85623355614316,0,1,1,Gable,1,1,2,3,0,0,3,3,0,3,3,Other,0,0,0,0,0,0,0,0,0.0,0.0,1,GasA,1,SBrkr,0,1.0,0,0,0,7.336285660021297,7.336285660021297,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
104,20,RL,94.0,10402,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2009,RFn,3,740,TA,TA,Y,0,36,0,0,0,0,,None,,0,5,2010,WD,Normal,198900,20,94.0,12.200557464842065,2010-05-01,5,9.249753374333018,0,1,1,Gable,1,1,3,3,4,3,5,4,0,3,3,PConc,1,1,0,0,0,0,0,1,0.0,1.0,1,GasA,1,SBrkr,0,1.0,36,1,0,7.111512116496157,7.111512116496157,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
105,50,RM,,7758,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951,Unf,1,240,TA,TA,Y,0,0,0,0,184,0,,None,,0,6,2007,WD,Normal,169500,50,60.806451612903224,12.040608205802641,2007-06-01,5,8.956479847999912,19,1,1,Gable,1,1,2,3,3,3,5,3,3,3,3,PConc,1,2,1,0,0,0,0,1,0.2153846153846154,0.7846153846153846,1,GasA,1,Fuse,20,1.0,184,1,0,7.111512116496157,7.505492274737424,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
106,60,FV,75.0,9375,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003,RFn,2,648,TA,TA,Y,140,45,0,0,0,0,,None,,0,8,2008,WD,Normal,250000,60,75.0,12.429216196844385,2008-08-01,5,9.14580185083861,1,1,1,Hip,1,1,3,4,5,3,5,4,4,3,3,PConc,1,1,0,0,0,0,0,1,0.0,1.0,1,GasA,1,SBrkr,0,1.0,185,2,0,6.959398512133975,7.596894438144544,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
107,30,RM,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,GasA,Gd,Y,SBrkr,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1954,Unf,1,273,Fa,Fa,N,0,0,0,0,0,0,,None,Shed,450,8,2007,WD,Normal,100000,30,60.0,11.512925464970227,2007-08-01,5,9.287301413112312,110,1,1,Other,1,1,3,3,2,3,4,3,0,2,2,BrkTil,1,1,0,0,0,0,0,1,0.0,1.0,1,GasA,1,SBrkr,69,0.0,0,0,0,6.953684210870537,6.953684210870537,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
108,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1948,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,,None,,0,4,2008,WD,Partial,115000,20,50.0,11.652687407345386,2008-04-01,5,8.699514748210191,2,1,1,Gable,1,1,3,3,3,3,5,3,0,3,3,CBlock,1,2,0,1,0,0,1,1,0.34600760456273766,0.6539923954372624,1,GasA,1,SBrkr,0,1.0,0,0,0,6.670766320845874,6.670766320845874,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
109,50,RM,85.0,8500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,GasW,TA,N,FuseF,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,,No,0,,0,0,,,N,0,0,144,0,0,0,,None,,0,8,2007,WD,Normal,115000,50,85.0,11.652687407345386,2007-08-01,5,9.047821442478408,86,1,1,Gable,1,1,3,3,3,3,3,2,0,0,0,CBlock,1,1,0,0,0,0,0,1,0.0,1.0,1,GasW,0,Fuse,-1919,0.0,144,1,0,6.904750769961838,7.324489979348532,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
